latitude,longitude,updated_type,updated_subtype,alert count
41.71,-87.64,Jam,Moderate Traffic,2
41.71,-87.64,Jam,Stand Still Traffic,42
41.71,-87.64,Jam,Unclassified,25
41.71,-87.64,Road Closed,Event,4949
41.71,-87.64,Road Closed,Unclassified,9
41.71,-87.63,Accident,Major,39
41.71,-87.63,Accident,Minor,3
41.71,-87.63,Accident,Unclassified,103
41.71,-87.63,Hazard,On Road,435
41.71,-87.63,Hazard,On Shoulder,1894
41.71,-87.63,Hazard,Unclassified,6
41.71,-87.63,Hazard,Weather,7
41.71,-87.63,Jam,Heavy Traffic,855
41.71,-87.63,Jam,Moderate Traffic,33
41.71,-87.63,Jam,Stand Still Traffic,414
41.71,-87.63,Jam,Unclassified,274
41.71,-87.62,Accident,Major,59
41.71,-87.62,Accident,Minor,12
41.71,-87.62,Accident,Unclassified,80
41.71,-87.62,Hazard,On Road,312
41.71,-87.62,Hazard,On Shoulder,1589
41.71,-87.62,Hazard,Unclassified,9
41.71,-87.62,Hazard,Weather,4
41.71,-87.62,Jam,Heavy Traffic,440
41.71,-87.62,Jam,Moderate Traffic,19
41.71,-87.62,Jam,Stand Still Traffic,156
41.71,-87.62,Jam,Unclassified,220
41.71,-87.61,Accident,Major,46
41.71,-87.61,Accident,Minor,9
41.71,-87.61,Accident,Unclassified,123
41.71,-87.61,Hazard,On Road,387
41.71,-87.61,Hazard,On Shoulder,2104
41.71,-87.61,Hazard,Unclassified,7
41.71,-87.61,Hazard,Weather,22
41.71,-87.61,Jam,Heavy Traffic,542
41.71,-87.61,Jam,Moderate Traffic,20
41.71,-87.61,Jam,Stand Still Traffic,233
41.71,-87.61,Jam,Unclassified,188
41.71,-87.6,Accident,Major,22
41.71,-87.6,Accident,Minor,7
41.71,-87.6,Accident,Unclassified,40
41.71,-87.6,Hazard,On Road,246
41.71,-87.6,Hazard,On Shoulder,878
41.71,-87.6,Hazard,Unclassified,5
41.71,-87.6,Hazard,Weather,11
41.71,-87.6,Jam,Heavy Traffic,490
41.71,-87.6,Jam,Moderate Traffic,17
41.71,-87.6,Jam,Stand Still Traffic,196
41.71,-87.6,Jam,Unclassified,140
41.71,-87.59,Accident,Major,11
41.71,-87.59,Accident,Minor,2
41.71,-87.59,Accident,Unclassified,25
41.71,-87.59,Hazard,On Road,278
41.71,-87.59,Hazard,On Shoulder,617
41.71,-87.59,Hazard,Unclassified,1
41.71,-87.59,Hazard,Weather,7
41.71,-87.59,Jam,Heavy Traffic,144
41.71,-87.59,Jam,Moderate Traffic,2
41.71,-87.59,Jam,Stand Still Traffic,152
41.71,-87.59,Jam,Unclassified,40
41.71,-87.58,Accident,Unclassified,3
41.71,-87.58,Hazard,On Road,6
41.71,-87.58,Jam,Unclassified,3
41.71,-87.58,Road Closed,Unclassified,3
41.71,-87.57,Accident,Unclassified,3
41.71,-87.57,Hazard,On Road,6
41.71,-87.57,Hazard,Weather,1
41.71,-87.57,Jam,Heavy Traffic,1
41.71,-87.57,Jam,Stand Still Traffic,1
41.71,-87.57,Jam,Unclassified,9
41.71,-87.56,Accident,Unclassified,4
41.71,-87.56,Hazard,On Road,6
41.71,-87.56,Hazard,On Shoulder,1
41.71,-87.56,Jam,Heavy Traffic,1
41.71,-87.56,Jam,Stand Still Traffic,4
41.72,-87.72,Road Closed,Unclassified,2
41.72,-87.69,Accident,Major,1
41.72,-87.69,Hazard,On Road,4
41.72,-87.69,Hazard,Unclassified,2
41.72,-87.69,Hazard,Weather,1
41.72,-87.69,Jam,Heavy Traffic,7
41.72,-87.69,Jam,Stand Still Traffic,1
41.72,-87.69,Jam,Unclassified,3
41.72,-87.68,Accident,Unclassified,8
41.72,-87.68,Hazard,On Road,54
41.72,-87.68,Hazard,On Shoulder,6
41.72,-87.68,Hazard,Unclassified,3
41.72,-87.68,Hazard,Weather,1
41.72,-87.68,Jam,Heavy Traffic,27
41.72,-87.68,Jam,Moderate Traffic,1
41.72,-87.68,Jam,Stand Still Traffic,12
41.72,-87.68,Jam,Unclassified,17
41.72,-87.68,Road Closed,Unclassified,1
41.72,-87.67,Accident,Major,1
41.72,-87.67,Accident,Unclassified,13
41.72,-87.67,Hazard,On Road,69
41.72,-87.67,Hazard,On Shoulder,15
41.72,-87.67,Hazard,Unclassified,2
41.72,-87.67,Hazard,Weather,8
41.72,-87.67,Jam,Heavy Traffic,64
41.72,-87.67,Jam,Moderate Traffic,1
41.72,-87.67,Jam,Stand Still Traffic,38
41.72,-87.67,Jam,Unclassified,25
41.72,-87.67,Road Closed,Unclassified,9
41.72,-87.66,Accident,Unclassified,4
41.72,-87.66,Hazard,On Road,23
41.72,-87.66,Hazard,On Shoulder,2
41.72,-87.66,Hazard,Weather,2
41.72,-87.66,Jam,Heavy Traffic,23
41.72,-87.66,Jam,Stand Still Traffic,18
41.72,-87.66,Jam,Unclassified,21
41.72,-87.65,Accident,Major,1
41.72,-87.65,Accident,Minor,2
41.72,-87.65,Accident,Unclassified,19
41.72,-87.65,Hazard,On Road,48
41.72,-87.65,Hazard,On Shoulder,10
41.72,-87.65,Hazard,Unclassified,3
41.72,-87.65,Hazard,Weather,4
41.72,-87.65,Jam,Heavy Traffic,41
41.72,-87.65,Jam,Moderate Traffic,1
41.72,-87.65,Jam,Stand Still Traffic,18
41.72,-87.65,Jam,Unclassified,26
41.72,-87.64,Accident,Unclassified,4
41.72,-87.64,Hazard,On Road,43
41.72,-87.64,Hazard,Weather,2
41.72,-87.64,Jam,Heavy Traffic,6
41.72,-87.64,Jam,Stand Still Traffic,23
41.72,-87.64,Jam,Unclassified,6
41.72,-87.64,Road Closed,Unclassified,2
41.72,-87.63,Accident,Major,78
41.72,-87.63,Accident,Minor,20
41.72,-87.63,Accident,Unclassified,149
41.72,-87.63,Hazard,On Road,528
41.72,-87.63,Hazard,On Shoulder,2182
41.72,-87.63,Hazard,Unclassified,11
41.72,-87.63,Hazard,Weather,24
41.72,-87.63,Jam,Heavy Traffic,791
41.72,-87.63,Jam,Moderate Traffic,33
41.72,-87.63,Jam,Stand Still Traffic,501
41.72,-87.63,Jam,Unclassified,255
41.72,-87.63,Road Closed,Event,3
41.72,-87.63,Road Closed,Unclassified,1
41.72,-87.62,Accident,Unclassified,5
41.72,-87.62,Hazard,On Road,27
41.72,-87.62,Hazard,On Shoulder,2
41.72,-87.62,Jam,Unclassified,2
41.72,-87.61,Accident,Major,3
41.72,-87.61,Accident,Unclassified,5
41.72,-87.61,Hazard,On Road,20
41.72,-87.61,Hazard,On Shoulder,4
41.72,-87.61,Hazard,Unclassified,1
41.72,-87.61,Hazard,Weather,2
41.72,-87.61,Jam,Heavy Traffic,5
41.72,-87.61,Jam,Stand Still Traffic,10
41.72,-87.61,Jam,Unclassified,15
41.72,-87.61,Road Closed,Unclassified,1
41.72,-87.6,Accident,Unclassified,3
41.72,-87.6,Hazard,On Road,17
41.72,-87.6,Hazard,On Shoulder,3
41.72,-87.6,Hazard,Unclassified,8
41.72,-87.6,Hazard,Weather,1
41.72,-87.6,Jam,Heavy Traffic,1
41.72,-87.6,Jam,Unclassified,15
41.72,-87.6,Road Closed,Unclassified,1
41.72,-87.59,Accident,Major,9
41.72,-87.59,Accident,Minor,8
41.72,-87.59,Accident,Unclassified,58
41.72,-87.59,Hazard,On Road,236
41.72,-87.59,Hazard,On Shoulder,112
41.72,-87.59,Hazard,Unclassified,3
41.72,-87.59,Hazard,Weather,11
41.72,-87.59,Jam,Heavy Traffic,154
41.72,-87.59,Jam,Moderate Traffic,1
41.72,-87.59,Jam,Stand Still Traffic,155
41.72,-87.59,Jam,Unclassified,73
41.72,-87.59,Road Closed,Unclassified,3
41.72,-87.58,Accident,Minor,2
41.72,-87.58,Accident,Unclassified,16
41.72,-87.58,Hazard,On Road,47
41.72,-87.58,Hazard,On Shoulder,11
41.72,-87.58,Hazard,Unclassified,1
41.72,-87.58,Hazard,Weather,2
41.72,-87.58,Jam,Heavy Traffic,18
41.72,-87.58,Jam,Stand Still Traffic,10
41.72,-87.58,Jam,Unclassified,14
41.72,-87.58,Road Closed,Unclassified,3
41.72,-87.57,Accident,Unclassified,11
41.72,-87.57,Hazard,On Road,17
41.72,-87.57,Hazard,On Shoulder,4
41.72,-87.57,Hazard,Weather,3
41.72,-87.57,Jam,Heavy Traffic,1
41.72,-87.57,Jam,Stand Still Traffic,1
41.72,-87.57,Jam,Unclassified,4
41.72,-87.57,Road Closed,Unclassified,1
41.72,-87.56,Hazard,On Road,1
41.72,-87.56,Hazard,Weather,2
41.72,-87.56,Jam,Unclassified,2
41.73,-87.75,Accident,Major,1
41.73,-87.75,Accident,Unclassified,3
41.73,-87.75,Hazard,On Road,10
41.73,-87.75,Hazard,On Shoulder,3
41.73,-87.75,Hazard,Unclassified,1
41.73,-87.75,Jam,Moderate Traffic,1
41.73,-87.75,Jam,Unclassified,3
41.73,-87.74,Accident,Unclassified,1
41.73,-87.74,Hazard,On Road,3
41.73,-87.74,Jam,Unclassified,4
41.73,-87.73,Accident,Unclassified,11
41.73,-87.73,Hazard,On Road,32
41.73,-87.73,Hazard,On Shoulder,3
41.73,-87.73,Hazard,Weather,1
41.73,-87.73,Jam,Heavy Traffic,37
41.73,-87.73,Jam,Moderate Traffic,2
41.73,-87.73,Jam,Stand Still Traffic,29
41.73,-87.73,Jam,Unclassified,18
41.73,-87.72,Accident,Unclassified,4
41.73,-87.72,Hazard,On Road,15
41.73,-87.72,Hazard,On Shoulder,4
41.73,-87.72,Jam,Heavy Traffic,29
41.73,-87.72,Jam,Stand Still Traffic,41
41.73,-87.72,Jam,Unclassified,9
41.73,-87.72,Road Closed,Unclassified,1
41.73,-87.71,Accident,Major,1
41.73,-87.71,Accident,Minor,1
41.73,-87.71,Accident,Unclassified,3
41.73,-87.71,Hazard,On Road,25
41.73,-87.71,Hazard,On Shoulder,10
41.73,-87.71,Hazard,Weather,1
41.73,-87.71,Jam,Heavy Traffic,29
41.73,-87.71,Jam,Stand Still Traffic,16
41.73,-87.71,Jam,Unclassified,8
41.73,-87.71,Road Closed,Unclassified,1
41.73,-87.7,Accident,Unclassified,11
41.73,-87.7,Hazard,On Road,9
41.73,-87.7,Hazard,On Shoulder,5
41.73,-87.7,Hazard,Unclassified,3
41.73,-87.7,Jam,Heavy Traffic,3
41.73,-87.7,Jam,Stand Still Traffic,5
41.73,-87.7,Jam,Unclassified,8
41.73,-87.69,Accident,Unclassified,10
41.73,-87.69,Hazard,On Road,14
41.73,-87.69,Hazard,On Shoulder,3
41.73,-87.69,Hazard,Weather,1
41.73,-87.69,Jam,Heavy Traffic,6
41.73,-87.69,Jam,Stand Still Traffic,7
41.73,-87.69,Jam,Unclassified,2
41.73,-87.68,Accident,Unclassified,7
41.73,-87.68,Hazard,On Road,28
41.73,-87.68,Hazard,On Shoulder,11
41.73,-87.68,Hazard,Weather,1
41.73,-87.68,Jam,Heavy Traffic,20
41.73,-87.68,Jam,Moderate Traffic,1
41.73,-87.68,Jam,Stand Still Traffic,5
41.73,-87.68,Jam,Unclassified,12
41.73,-87.67,Accident,Major,1
41.73,-87.67,Accident,Minor,2
41.73,-87.67,Accident,Unclassified,11
41.73,-87.67,Hazard,On Road,59
41.73,-87.67,Hazard,On Shoulder,9
41.73,-87.67,Hazard,Weather,6
41.73,-87.67,Jam,Heavy Traffic,42
41.73,-87.67,Jam,Stand Still Traffic,22
41.73,-87.67,Jam,Unclassified,17
41.73,-87.67,Road Closed,Unclassified,1
41.73,-87.66,Accident,Major,1
41.73,-87.66,Accident,Minor,1
41.73,-87.66,Accident,Unclassified,10
41.73,-87.66,Hazard,On Road,17
41.73,-87.66,Hazard,On Shoulder,1
41.73,-87.66,Hazard,Weather,1
41.73,-87.66,Jam,Heavy Traffic,8
41.73,-87.66,Jam,Moderate Traffic,1
41.73,-87.66,Jam,Stand Still Traffic,1
41.73,-87.66,Jam,Unclassified,9
41.73,-87.65,Accident,Major,6
41.73,-87.65,Accident,Unclassified,13
41.73,-87.65,Hazard,On Road,67
41.73,-87.65,Hazard,On Shoulder,7
41.73,-87.65,Hazard,Weather,8
41.73,-87.65,Jam,Heavy Traffic,22
41.73,-87.65,Jam,Moderate Traffic,3
41.73,-87.65,Jam,Stand Still Traffic,12
41.73,-87.65,Jam,Unclassified,22
41.73,-87.65,Road Closed,Unclassified,7
41.73,-87.64,Accident,Minor,1
41.73,-87.64,Accident,Unclassified,6
41.73,-87.64,Hazard,On Road,114
41.73,-87.64,Hazard,On Shoulder,7
41.73,-87.64,Hazard,Weather,2
41.73,-87.64,Jam,Heavy Traffic,22
41.73,-87.64,Jam,Stand Still Traffic,14
41.73,-87.64,Jam,Unclassified,13
41.73,-87.64,Road Closed,Event,2
41.73,-87.64,Road Closed,Unclassified,17
41.73,-87.63,Accident,Major,116
41.73,-87.63,Accident,Minor,17
41.73,-87.63,Accident,Unclassified,150
41.73,-87.63,Hazard,On Road,570
41.73,-87.63,Hazard,On Shoulder,2301
41.73,-87.63,Hazard,Unclassified,14
41.73,-87.63,Hazard,Weather,18
41.73,-87.63,Jam,Heavy Traffic,769
41.73,-87.63,Jam,Moderate Traffic,22
41.73,-87.63,Jam,Stand Still Traffic,434
41.73,-87.63,Jam,Unclassified,250
41.73,-87.63,Road Closed,Event,2
41.73,-87.63,Road Closed,Unclassified,4
41.73,-87.62,Accident,Unclassified,10
41.73,-87.62,Hazard,On Road,28
41.73,-87.62,Hazard,On Shoulder,3
41.73,-87.62,Hazard,Weather,4
41.73,-87.62,Jam,Heavy Traffic,23
41.73,-87.62,Jam,Stand Still Traffic,13
41.73,-87.62,Jam,Unclassified,18
41.73,-87.62,Road Closed,Unclassified,2
41.73,-87.61,Accident,Unclassified,7
41.73,-87.61,Hazard,On Road,27
41.73,-87.61,Hazard,On Shoulder,3
41.73,-87.61,Hazard,Weather,1
41.73,-87.61,Jam,Heavy Traffic,5
41.73,-87.61,Jam,Stand Still Traffic,3
41.73,-87.61,Jam,Unclassified,14
41.73,-87.6,Accident,Major,1
41.73,-87.6,Accident,Unclassified,4
41.73,-87.6,Hazard,On Road,14
41.73,-87.6,Hazard,On Shoulder,2
41.73,-87.6,Hazard,Weather,2
41.73,-87.6,Jam,Heavy Traffic,1
41.73,-87.6,Jam,Stand Still Traffic,1
41.73,-87.6,Jam,Unclassified,8
41.73,-87.59,Accident,Major,1
41.73,-87.59,Accident,Minor,1
41.73,-87.59,Accident,Unclassified,9
41.73,-87.59,Hazard,On Road,68
41.73,-87.59,Hazard,On Shoulder,9
41.73,-87.59,Hazard,Weather,7
41.73,-87.59,Jam,Heavy Traffic,18
41.73,-87.59,Jam,Moderate Traffic,1
41.73,-87.59,Jam,Stand Still Traffic,7
41.73,-87.59,Jam,Unclassified,22
41.73,-87.59,Road Closed,Unclassified,3
41.73,-87.58,Accident,Unclassified,7
41.73,-87.58,Hazard,On Road,55
41.73,-87.58,Hazard,On Shoulder,69
41.73,-87.58,Hazard,Unclassified,2
41.73,-87.58,Hazard,Weather,2
41.73,-87.58,Jam,Heavy Traffic,7
41.73,-87.58,Jam,Stand Still Traffic,1
41.73,-87.58,Jam,Unclassified,8
41.73,-87.58,Road Closed,Event,1
41.73,-87.57,Accident,Major,2
41.73,-87.57,Accident,Minor,1
41.73,-87.57,Accident,Unclassified,16
41.73,-87.57,Hazard,On Road,148
41.73,-87.57,Hazard,On Shoulder,543
41.73,-87.57,Hazard,Unclassified,9
41.73,-87.57,Hazard,Weather,11
41.73,-87.57,Jam,Heavy Traffic,19
41.73,-87.57,Jam,Moderate Traffic,1
41.73,-87.57,Jam,Stand Still Traffic,28
41.73,-87.57,Jam,Unclassified,37
41.73,-87.56,Hazard,On Road,22
41.73,-87.56,Hazard,On Shoulder,76
41.73,-87.56,Hazard,Weather,2
41.73,-87.56,Jam,Heavy Traffic,2
41.73,-87.56,Jam,Unclassified,2
41.74,-87.75,Accident,Major,3
41.74,-87.75,Accident,Minor,1
41.74,-87.75,Accident,Unclassified,25
41.74,-87.75,Hazard,On Road,67
41.74,-87.75,Hazard,On Shoulder,15
41.74,-87.75,Hazard,Weather,2
41.74,-87.75,Jam,Heavy Traffic,44
41.74,-87.75,Jam,Moderate Traffic,1
41.74,-87.75,Jam,Stand Still Traffic,12
41.74,-87.75,Jam,Unclassified,15
41.74,-87.74,Accident,Minor,1
41.74,-87.74,Accident,Unclassified,9
41.74,-87.74,Hazard,On Road,33
41.74,-87.74,Hazard,On Shoulder,11
41.74,-87.74,Hazard,Weather,6
41.74,-87.74,Jam,Heavy Traffic,1
41.74,-87.74,Jam,Moderate Traffic,1
41.74,-87.74,Jam,Stand Still Traffic,1
41.74,-87.74,Jam,Unclassified,9
41.74,-87.73,Accident,Major,3
41.74,-87.73,Accident,Minor,1
41.74,-87.73,Accident,Unclassified,14
41.74,-87.73,Hazard,On Road,39
41.74,-87.73,Hazard,On Shoulder,8
41.74,-87.73,Hazard,Weather,7
41.74,-87.73,Jam,Heavy Traffic,20
41.74,-87.73,Jam,Stand Still Traffic,14
41.74,-87.73,Jam,Unclassified,15
41.74,-87.72,Accident,Major,1
41.74,-87.72,Accident,Minor,1
41.74,-87.72,Accident,Unclassified,12
41.74,-87.72,Hazard,On Road,60
41.74,-87.72,Hazard,On Shoulder,8
41.74,-87.72,Hazard,Unclassified,1
41.74,-87.72,Hazard,Weather,7
41.74,-87.72,Jam,Heavy Traffic,38
41.74,-87.72,Jam,Stand Still Traffic,125
41.74,-87.72,Jam,Unclassified,28
41.74,-87.72,Road Closed,Unclassified,2
41.74,-87.71,Accident,Major,2
41.74,-87.71,Accident,Minor,1
41.74,-87.71,Accident,Unclassified,13
41.74,-87.71,Hazard,On Road,93
41.74,-87.71,Hazard,On Shoulder,9
41.74,-87.71,Hazard,Weather,5
41.74,-87.71,Jam,Heavy Traffic,19
41.74,-87.71,Jam,Stand Still Traffic,92
41.74,-87.71,Jam,Unclassified,28
41.74,-87.71,Road Closed,Event,2
41.74,-87.71,Road Closed,Unclassified,1
41.74,-87.7,Accident,Minor,2
41.74,-87.7,Accident,Unclassified,7
41.74,-87.7,Hazard,On Road,11
41.74,-87.7,Hazard,On Shoulder,3
41.74,-87.7,Hazard,Weather,3
41.74,-87.7,Jam,Heavy Traffic,9
41.74,-87.7,Jam,Stand Still Traffic,13
41.74,-87.7,Jam,Unclassified,14
41.74,-87.69,Accident,Unclassified,2
41.74,-87.69,Hazard,On Road,12
41.74,-87.69,Hazard,On Shoulder,1
41.74,-87.69,Jam,Heavy Traffic,3
41.74,-87.69,Jam,Stand Still Traffic,1
41.74,-87.69,Jam,Unclassified,2
41.74,-87.69,Road Closed,Unclassified,1
41.74,-87.68,Accident,Unclassified,2
41.74,-87.68,Hazard,On Road,13
41.74,-87.68,Hazard,On Shoulder,1
41.74,-87.68,Hazard,Unclassified,1
41.74,-87.68,Hazard,Weather,2
41.74,-87.68,Jam,Heavy Traffic,4
41.74,-87.68,Jam,Stand Still Traffic,2
41.74,-87.68,Jam,Unclassified,4
41.74,-87.67,Accident,Unclassified,3
41.74,-87.67,Hazard,On Road,49
41.74,-87.67,Hazard,On Shoulder,2
41.74,-87.67,Jam,Heavy Traffic,14
41.74,-87.67,Jam,Moderate Traffic,1
41.74,-87.67,Jam,Stand Still Traffic,5
41.74,-87.67,Jam,Unclassified,22
41.74,-87.66,Accident,Unclassified,4
41.74,-87.66,Hazard,On Road,30
41.74,-87.66,Hazard,On Shoulder,4
41.74,-87.66,Hazard,Weather,5
41.74,-87.66,Jam,Heavy Traffic,3
41.74,-87.66,Jam,Stand Still Traffic,1
41.74,-87.66,Jam,Unclassified,10
41.74,-87.66,Road Closed,Unclassified,2
41.74,-87.65,Accident,Minor,1
41.74,-87.65,Accident,Unclassified,4
41.74,-87.65,Hazard,On Road,36
41.74,-87.65,Hazard,On Shoulder,3
41.74,-87.65,Hazard,Weather,2
41.74,-87.65,Jam,Heavy Traffic,4
41.74,-87.65,Jam,Stand Still Traffic,1
41.74,-87.65,Jam,Unclassified,13
41.74,-87.64,Accident,Unclassified,3
41.74,-87.64,Hazard,On Road,58
41.74,-87.64,Hazard,On Shoulder,6
41.74,-87.64,Hazard,Weather,6
41.74,-87.64,Jam,Heavy Traffic,21
41.74,-87.64,Jam,Moderate Traffic,1
41.74,-87.64,Jam,Stand Still Traffic,4
41.74,-87.64,Jam,Unclassified,7
41.74,-87.64,Road Closed,Unclassified,7
41.74,-87.63,Accident,Major,69
41.74,-87.63,Accident,Minor,11
41.74,-87.63,Accident,Unclassified,136
41.74,-87.63,Hazard,On Road,432
41.74,-87.63,Hazard,On Shoulder,1854
41.74,-87.63,Hazard,Unclassified,13
41.74,-87.63,Hazard,Weather,17
41.74,-87.63,Jam,Heavy Traffic,762
41.74,-87.63,Jam,Moderate Traffic,19
41.74,-87.63,Jam,Stand Still Traffic,420
41.74,-87.63,Jam,Unclassified,230
41.74,-87.63,Road Closed,Event,14
41.74,-87.63,Road Closed,Unclassified,8
41.74,-87.62,Accident,Unclassified,3
41.74,-87.62,Hazard,On Road,30
41.74,-87.62,Hazard,On Shoulder,1
41.74,-87.62,Hazard,Weather,2
41.74,-87.62,Jam,Heavy Traffic,3
41.74,-87.62,Jam,Stand Still Traffic,2
41.74,-87.62,Jam,Unclassified,8
41.74,-87.61,Accident,Unclassified,5
41.74,-87.61,Hazard,On Road,27
41.74,-87.61,Hazard,On Shoulder,2
41.74,-87.61,Hazard,Weather,5
41.74,-87.61,Jam,Heavy Traffic,4
41.74,-87.61,Jam,Stand Still Traffic,2
41.74,-87.61,Jam,Unclassified,13
41.74,-87.61,Road Closed,Unclassified,1
41.74,-87.6,Accident,Unclassified,2
41.74,-87.6,Hazard,On Road,16
41.74,-87.6,Hazard,On Shoulder,1
41.74,-87.6,Hazard,Weather,2
41.74,-87.6,Jam,Heavy Traffic,1
41.74,-87.6,Jam,Unclassified,3
41.74,-87.6,Road Closed,Unclassified,1
41.74,-87.59,Accident,Major,3
41.74,-87.59,Accident,Minor,5
41.74,-87.59,Accident,Unclassified,16
41.74,-87.59,Hazard,On Road,163
41.74,-87.59,Hazard,On Shoulder,317
41.74,-87.59,Hazard,Weather,4
41.74,-87.59,Jam,Heavy Traffic,21
41.74,-87.59,Jam,Stand Still Traffic,14
41.74,-87.59,Jam,Unclassified,23
41.74,-87.58,Accident,Major,1
41.74,-87.58,Accident,Minor,1
41.74,-87.58,Accident,Unclassified,8
41.74,-87.58,Hazard,On Road,156
41.74,-87.58,Hazard,On Shoulder,263
41.74,-87.58,Hazard,Weather,7
41.74,-87.58,Jam,Heavy Traffic,13
41.74,-87.58,Jam,Moderate Traffic,1
41.74,-87.58,Jam,Stand Still Traffic,9
41.74,-87.58,Jam,Unclassified,15
41.74,-87.58,Road Closed,Construction,1
41.74,-87.58,Road Closed,Event,2
41.74,-87.58,Road Closed,Unclassified,4
41.74,-87.57,Accident,Unclassified,6
41.74,-87.57,Hazard,On Road,13
41.74,-87.57,Hazard,Unclassified,1
41.74,-87.57,Hazard,Weather,5
41.74,-87.57,Jam,Stand Still Traffic,1
41.74,-87.57,Jam,Unclassified,7
41.75,-87.75,Accident,Major,2
41.75,-87.75,Accident,Minor,2
41.75,-87.75,Accident,Unclassified,11
41.75,-87.75,Hazard,On Road,80
41.75,-87.75,Hazard,On Shoulder,2
41.75,-87.75,Hazard,Weather,2
41.75,-87.75,Jam,Heavy Traffic,20
41.75,-87.75,Jam,Moderate Traffic,3
41.75,-87.75,Jam,Stand Still Traffic,23
41.75,-87.75,Jam,Unclassified,19
41.75,-87.74,Accident,Unclassified,5
41.75,-87.74,Hazard,On Road,18
41.75,-87.74,Hazard,On Shoulder,2
41.75,-87.74,Jam,Unclassified,6
41.75,-87.74,Road Closed,Unclassified,2
41.75,-87.73,Accident,Major,2
41.75,-87.73,Accident,Unclassified,7
41.75,-87.73,Hazard,On Road,27
41.75,-87.73,Hazard,On Shoulder,4
41.75,-87.73,Jam,Heavy Traffic,3
41.75,-87.73,Jam,Stand Still Traffic,16
41.75,-87.73,Jam,Unclassified,10
41.75,-87.73,Road Closed,Unclassified,4
41.75,-87.72,Hazard,On Road,7
41.75,-87.72,Hazard,Weather,1
41.75,-87.72,Jam,Unclassified,3
41.75,-87.71,Accident,Major,1
41.75,-87.71,Accident,Unclassified,8
41.75,-87.71,Hazard,On Road,33
41.75,-87.71,Hazard,On Shoulder,4
41.75,-87.71,Hazard,Unclassified,1
41.75,-87.71,Hazard,Weather,1
41.75,-87.71,Jam,Heavy Traffic,20
41.75,-87.71,Jam,Stand Still Traffic,39
41.75,-87.71,Jam,Unclassified,11
41.75,-87.7,Accident,Unclassified,3
41.75,-87.7,Hazard,On Road,26
41.75,-87.7,Hazard,On Shoulder,10
41.75,-87.7,Hazard,Unclassified,2
41.75,-87.7,Hazard,Weather,1
41.75,-87.7,Jam,Heavy Traffic,7
41.75,-87.7,Jam,Stand Still Traffic,23
41.75,-87.7,Jam,Unclassified,11
41.75,-87.69,Accident,Unclassified,5
41.75,-87.69,Hazard,On Road,66
41.75,-87.69,Hazard,On Shoulder,10
41.75,-87.69,Hazard,Unclassified,8
41.75,-87.69,Jam,Heavy Traffic,23
41.75,-87.69,Jam,Moderate Traffic,1
41.75,-87.69,Jam,Stand Still Traffic,81
41.75,-87.69,Jam,Unclassified,28
41.75,-87.69,Road Closed,Unclassified,10
41.75,-87.68,Accident,Unclassified,9
41.75,-87.68,Hazard,On Road,35
41.75,-87.68,Hazard,Unclassified,2
41.75,-87.68,Hazard,Weather,2
41.75,-87.68,Jam,Heavy Traffic,33
41.75,-87.68,Jam,Moderate Traffic,2
41.75,-87.68,Jam,Stand Still Traffic,19
41.75,-87.68,Jam,Unclassified,25
41.75,-87.68,Road Closed,Unclassified,1
41.75,-87.67,Accident,Major,2
41.75,-87.67,Accident,Minor,3
41.75,-87.67,Accident,Unclassified,7
41.75,-87.67,Hazard,On Road,52
41.75,-87.67,Hazard,Unclassified,12
41.75,-87.67,Hazard,Weather,2
41.75,-87.67,Jam,Heavy Traffic,25
41.75,-87.67,Jam,Moderate Traffic,1
41.75,-87.67,Jam,Stand Still Traffic,7
41.75,-87.67,Jam,Unclassified,11
41.75,-87.66,Accident,Major,1
41.75,-87.66,Accident,Unclassified,13
41.75,-87.66,Hazard,On Road,31
41.75,-87.66,Hazard,On Shoulder,7
41.75,-87.66,Hazard,Weather,2
41.75,-87.66,Jam,Heavy Traffic,8
41.75,-87.66,Jam,Stand Still Traffic,4
41.75,-87.66,Jam,Unclassified,10
41.75,-87.66,Road Closed,Unclassified,10
41.75,-87.65,Accident,Major,2
41.75,-87.65,Accident,Minor,1
41.75,-87.65,Accident,Unclassified,10
41.75,-87.65,Hazard,On Road,70
41.75,-87.65,Hazard,On Shoulder,2
41.75,-87.65,Hazard,Unclassified,9
41.75,-87.65,Hazard,Weather,5
41.75,-87.65,Jam,Heavy Traffic,44
41.75,-87.65,Jam,Moderate Traffic,1
41.75,-87.65,Jam,Stand Still Traffic,14
41.75,-87.65,Jam,Unclassified,21
41.75,-87.65,Road Closed,Unclassified,11
41.75,-87.64,Accident,Minor,1
41.75,-87.64,Accident,Unclassified,10
41.75,-87.64,Hazard,On Road,69
41.75,-87.64,Hazard,On Shoulder,6
41.75,-87.64,Hazard,Weather,5
41.75,-87.64,Jam,Heavy Traffic,10
41.75,-87.64,Jam,Moderate Traffic,1
41.75,-87.64,Jam,Stand Still Traffic,7
41.75,-87.64,Jam,Unclassified,12
41.75,-87.64,Road Closed,Unclassified,7
41.75,-87.63,Accident,Major,62
41.75,-87.63,Accident,Minor,9
41.75,-87.63,Accident,Unclassified,161
41.75,-87.63,Hazard,On Road,606
41.75,-87.63,Hazard,On Shoulder,2016
41.75,-87.63,Hazard,Unclassified,37
